pregunta,respuesta;;;;
"¿Cómo se manifiesta el VIH?,""En las primeras semanas de la infección a veces no se presenta ningún síntoma o se presentan síntomas gripales. Cuando la infección va debilitando el sistema inmunitario, 5 o 10 años después, puede presentar inflamación de los ganglios linfáticos, pérdida de peso, fiebre, diarrea y tos. Sin tratamiento podrían aparecer también enfermedades graves como tuberculosis.""";;;;
"¿Hay vacunas para prevenir las ITS o el VIH?,""Actualmente se cuenta con vacunas para prevenir la hepatitis B y el virus del papiloma humano, que son dos de las ITS más frecuentes. Estas vacunas son seguras y muy eficaces y están disponibles en el POS. Aunque se están haciendo investigaciones, aún no hay vacuna para VIH ni para otras ITS.""";;;;
"¿Hay algún derecho de las víctimas de violencia sexual que esté relacionado con la información?,""Si, las víctimas tienen derecho ser informadas acerca de los procedimientos legales que se derivan del hecho punible, de los servicios disponibles para atender las necesidades que le haya generado el delito y sobre la posibilidad de acceder a la indemnización de los perjuicios.""";;;;
"¿A dónde debe acudir las mujeres víctimas de violencia intrafamiliar?,""Si la mujer es mayor de 18 años, debe acudir a una Comisaría de Familia o a un Juzgado Civil Municipal o Promiscuo Municipal que son las entidades encargadas de expedir medidas de protección. Para iniciar la acción penal, puede acudir a la Fiscalía.""";;;;
"¿Qué debe hacer una persona en caso de violación o asalto sexual?,""Ante una violación se debe acudir de manera inmediata a urgencias de su EPS, sin bañarse ni cambiarse de ropa";" de no ser posible, debe llevar la ropa que tenía en el momento de ocurrir el evento para empaquetarla para los análisis forenses. En urgencias seguirán el protocolo de atención y darán aviso a las autoridades además de brindar orientación y acompañamiento psicosocial.""";;;
"¿Qué es la ventana inmunológica para el caso del VIH?,""Es el tiempo que se demora el cuerpo en producir los anticuerpos contra el VIH, que es de aproximadamente 3 meses, durante el cual, a pesar de que la persona tiene la infección por VIH, las pruebas diagnósticas no lo pueden detectar.""";;;;
"¿Dónde se consigue información confiable acerca del cáncer de mama?,""Tu EPS e IPS deben brindarte información clara sobre el cáncer de seno. También puedes recurrir a fundaciones especializadas: Liga Contra el Cáncer, AMESE Fundación Ellen Riegner de Casa, Cuerpo de voluntarias - Instituto Nacional de Cancerología.""";;;;
"¿Para qué sirve el condón?,""El condón utilizado adecuadamente ayuda a evitar que entren en el cuerpo bacterias, virus, parásitos u hongos durante las relaciones sexuales, además previene el embarazo no deseado.""";;;;
"¿Qué incluyen mis derechos sexuales?,""Disfrute pleno de la sexualidad, ausencia de violencia, coacción o abuso, acceso a servicios de salud sexual de calidad y amigables y autodeterminación sexual.""";;;;
"¿Qué es la violencia de género?,""Cualquier acción, omisión, conducta o amenaza que cause muerte, daño o sufrimiento físico, sexual, psicológico, económico o patrimonial a las personas, a las familias y comunidades, basadas en desigualdades, inequidades y discriminaciones por razones de género.""";;;;
"¿Es lo mismo VIH que SIDA?,""No, el VIH es el virus de la inmunodeficiencia humana, que causa la infección que daña progresivamente el sistema inmunitario. El Sida, o Síndrome de Inmunodeficiencia Adquirida ocurre cuando la persona tiene sus defensas muy débiles y comienza a tener infecciones o cánceresproducto de esta afectación.""";;;;
"¿El VIH se puede transmitir por la picadura de insectos?,""No, el VIH no se puede transmitir por la picadura de mosquitos o zancudos.""";;;;
"¿Cuáles son las infecciones de transmisión sexual más frecuentes?,""Hay 8 ITS que se transmiten con más frecuencia: la sífilis, la gonorrea, la clamidiasis, la tricomoniasis, la hepatitis B, el virus del herpes simple, el VIH y el virus del papiloma humano (VPH).""";;;;
¿Qué ha hecho el Ministerio de Salud y Protección Social para prevenir las violencias de género?,Ha diseñado guías y protocolos de atención integral que incluye la prevención y la detección temprana de las violencias; ha fortalecido las instituciones de salud para desarrollar capacidades y actualizar a los profesionales; ha realizado asistencia técnica y evaluado para verificar el cumplimiento de estándares y criterios de calidad.;;
"¿Cuáles son los principales factores de riesgo para tener cáncer de mama?,""El cáncer de mama está asociado a: mayor edad, historia familiar de cáncer de mama, tener la mutación genética BRCA1 o BRCA2, primer periodo a edad temprana, no haber tenido hijos, no haber amamantado, maternidad tardía, obesidad, sedentarismo, consumo de alcohol.""";;;;
"¿Qué es el control prenatal?,""Es el cuidado médico integral que permite conocer y seguir el estado de salud de la madre y el hijo(a) durante los nueve meses de gestación. Los cuidados prenatales incluyen consultas con profesionales de la salud, pruebas de laboratorio, ecografías e intervenciones para vigilar que el embarazo marche normalmente.""";;;;
"¿Cuáles son los obstáculos identificados para la prestación de los servicios de interrupción voluntaria del embarazo?,""Desconocimiento de las mujeres sobre sus derechos sexuales y derechos reproductivos  y la normatividad, desconocimiento de los funcionarios del Sistema de Salud, establecimiento de rutas y procesos claros, abuso de la objeción de conciencia por parte del personal de salud, limitaciones en la asesoría y provisión de anticoncepción y fallas en el acompañamiento vigilancia y control.""";;;;
"¿Qué se entiende por género?,""Es una construcción social que asigna diferencias a hombres y mujeres a partir de creencias, valores, conductas, roles y comportamientos que han sido creadas histórica y culturalmente, definiendo qué es femenino y qué es masculino.""";;;;
¿La salud reproductiva es un Derecho?,Sí. Los servicios  de salud deben garantizar acceso con calidad a la salud reproductiva de todas las personas.;;;;
"¿Cuántos controles se deben hacer en el embarazo?,""En embarazos de curso normal en mujeres sin hijos que inician control prenatal en los primeros tres meses, se recomiendan diez citas. Para una mujer que ha tenido hijos se recomienda un programa de siete citas. En todo caso, el número de citas depende de los hallazgos y los factores de riesgo encontrados por el personal de salud.""";;;;
"¿La consulta de planificación familiar es la misma que la de consejería en anticoncepción?,""Ambos términos son utilizados indistintamente, pero la consejería en anticoncepción va más allá de la planificación familiar porque ayuda a entender mejor aspectos de la sexualidad a la vez que orienta sobre cómo protegerse de infecciones de transmisión sexual y embarazos no planeados.""";;;;
"¿Cuándo debo usar condón?,""¡Siempre! Nunca olvides usar el condón durante todas tus relaciones sexuales desde el inicio y hasta el fin y más aún si tienes sexo penetrativo por la vagina, el ano o la boca, o si utilizas juguetes sexuales, como consoladores o vibradores en las realciones con otra persona o que han sido previamente utilizados por otras personas sin la adecuada esterilización.""";;;;
"¿Qué tipos de violencia de género hay de acuerdo con las condiciones de la víctima?,""De acuerdo con las condiciones de la víctima, las violencias de género pueden ser: maltrato infantil, violencia contra las mujeres, violencia contra personas adultas mayores, violencia contra las personas con discapacidad o contra la población LBGTI.""";;;;
"¿Cuándo debería asistir por urgencias durante el embarazo?,""El sangrado vaginal, el dolor cólico y la salida de liquido por la vagina son signos de alarma durante todo el embarazo. En la segunda mitad del embarazo, la disminución de los movimientos del bebe, el dolor de cabeza intenso, escuchar pitidos, ver lucecitas y tener hinchazón, son signos por los cuales se debe consultar al servicio de salud.""";;;;
"¿Es obligatorio para una mujer realizar una interrupción voluntaria del embarazo si se presenta una de las causales legales para el aborto?,""No, el Estado brinda una opción a las mujeres que en desarrollo de su autonomía y sus derechos se pueden realizar una IVE. Una vez configurada la causal, la mujer lo decide voluntaiamente, sin ninguna presión o coacción.""";;;;
¿Quién puede adquirir infecciones de transmisión sexual (ITS) o VIH?,Todas las personas podemos infectarnos con una ITS o con VIH si no tomamos las medidas necesarias para evitarlo. Aun personas con parejas estables  deben protegerse para no infectarse.;;;;
¿Qué acciones intersectoriales hace el Ministerio de Salud y Protección Social para prevenir y atender las violencias de género?,Con otras instituciones desarrolló el sistema integrado de información de violencias para hacer prevención y políticas públicas; articula acciones para optimizar recursos y esfuerzos en el diseño de estrategias efectivas y promueve la movilización social para que la comunidad participe.;;;
"¿A quién puedo acudir si tengo dudas sobre el inicio de relaciones sexuales?,""Si tienes la confianza con tus padres o un adulto o adulta de tu familia siempre les puedes preguntar.  Para información precisa sobre el inicio de relaciones sexuales seguras, puedes consultar al servicio de salud de tu EPS o al centro de salud u hospital de tu municipio o barrio. Tienes Derecho a recibir asesoría sobre tu salud sexual y tu salud reproductiva incluyendo la prevención del embarazo.""";;;;
"¿La sexualidad compete únicamente a los adultos?,""No, los seres humanos son seres sexuados, desde que nacen hasta que mueren. De esta manera a todas las personas se les deben garantizar los derechos sexuales y  derechos reproductivos, incluyendo el derecho a la educación e información y a su salud sexual y salud reproductiva.""";;;;
"En la primera relación sexual, ¿puede ocurrir un embarazo?,""Las mujeres pueden quedar embarazadas una vez que han tenido la primera menstruación, sin importar que sea la primera relación sexual.""";;;;
"¿Qué factores de riesgo se pueden modificar para evitar el cáncer de próstata?,""Hábitos alimenticios inadecuados,  sedentarismo, abuso del alcohol y el contacto con agentes químicos, entre otros.""";;;;
¿Son iguales los derechos sexuales y los derechos reproductivos?,No. Aunque se relacionan son independientes. Uno de los elementos centrales de la promoción de estos Derechos es la separación entre sexualidad y reproducción.;;;;
"¿Qué es la colposcopia?,""Es el procedimiento mediante el cual se usa un colposcopio para examinar el cuello uterino, la vagina y la vulva, con el fin de revisar  si hay lesiones precancerosas en estos tejidos.""";;;;
"¿Qué es la salud sexual?,""Posibilidad de disfrutar y experimentar la sexualidad sin riesgos de enfermar o de verse afectado(a) por cualquier forma de daño o violencia en el curso de las relaciones afectivas. Tiene que ver con la forma de pensar y relacionarse con la gente, con la elección personal y libre ânunca obligadaâ de tener o no relaciones sexuales y de cómo tenerlas.""";;;;
"¿Qué son las infecciones de transmisión sexual o ITS?,""Son infecciones causadas por microorganismos que entran al cuerpo generalmente durante el contacto sexual no protegido. También se pueden transmitir por transfusión de sangre contaminada o uso compartido de agujas, jeringas u otros objetos punzantes. En algunos casos la madre puede transmitir la infección a su hijo(a) durante el embarazo, parto o lactancia.""";;;;
¿Cómo sé si vivo con el virus del VIH?,Si has tenido relaciones sexuales no protegidas acude a los servicios de salud y solicita asesoría para resolver las dudas que tengas. Existen pruebas de laboratorio muy confiables que pueden hacer el diagnóstico en pocos minutos. Estas pruebas están en el POS y todas las personas tienen derecho a solicitarlas.;;;;
"¿En materia de justicia, a qué tiene derecho una mujer víctima de violencia?,""En justicia tiene derecho a: la verdad, la justicia, la reparación y a tener garantías de no repetición de los hechos";" tener libertad para decidir si quiere ser confrontada con el agresor en cualquiera de los espacios de atención y en los procedimientos administrativos, judiciales o de otro tipo.""";;;
¿Cómo se previenen el VIH y las ITS?,Realizando prácticas de auto-cuidado. Buscando información confiable y acudiendo a los servicios a los que tienes derecho. Si decides tener una vida sexual activa la medida más importante es usar el condón (masculino o femenino) de manera correcta y consistente en todas las relaciones sexuales.;;;;
"¿Para qué sirve el control prenatal?,""El control prenatal sirve para identificar los factores de riesgo que pueden complicar el embarazo, diagnosticar la edad gestacional y la condición fetal, evaluar la condición materna y educar a la madre y la familia.""";;;;
¿Puede una menor de 14 años realizarse una interrupción voluntaria del embarazo sin el permiso de sus padres/madres, cuidadoras/res?,En Colombia las niñas menores de 14 años tienen derecho a decidir una interrupción voluntaria del embarazo porque la sentencia C-355/06 reconoce la autonomía para que la menor de 14 años decida una IVE. Para practicarla no requieren el permiso de sus padres/madres/ o cuidadores/ras.;;;;
"¿Los Derechos Reproductivos son universales?,""Sí, Esto significa que se aplican a todos nosotros, sin importar nuestro sexo, edad, estado civil, identidad o comportamiento sexual, identidad de género, raza, origen étnico, origen nacional o social, convicciones políticas, ciudadanía, creencias religiosas, condición social o económica, lugar en donde vivimos, nuestra capacidad física y mental, o nuestra condición de salud. Estos derechos no son condicionales y no se nos pueden quitar.""";;;;
"¿En qué consiste la consejería en anticoncepción?,""La consejería es un proceso de comunicación interpersonal y directa, mediante el cual un miembro del equipo de salud orienta, asesora y apoya a una persona o pareja a identificar sus necesidades y a tomar decisiones informadas, libres, responsables y voluntarias acerca de anticoncepción.""";;;;
"Si estoy en un pueblo o en un barrio donde todos se conocen con todos ¿cómo estoy seguro que no le contarán a mis padres u otras personas lo que pregunte en el servicio amigable?,""Garantizar la confidencialidad es uno de tus derechos fundamentales al consultar los servicios de salud. También es una de las características de estos servicios.  Si eso no sucediera, tienes el derecho a poner una denuncia para que tus Derechos sean garantizados.""";;;;
"¿Qué es el aborto inseguro?,""Es el que realiza una persona sin la capacitación adecuada, que utiliza técnicas peligrosas, o se lleva a cabo en lugares sin las condiciones higiénicas necesarias. Es además una de las principales causas de enfermedad, discapacidad y mortalidad materna.""";;;;
"¿Qué debo tener en cuenta para saber si un condón está en buen estado?,""Primero, verifica la fecha de vencimiento de los condones, que aparece escrita en el sobre de cada condón. Si están vencidos no los uses. Segundo, toca la bolsa en donde viene el condón, debes sentir una bolsita de aire, si no tiene aire, no lo uses. No lo abras con tijeras, las uñas o los dientes porque puedes dañarlo.""";;;;
"¿Qué lubricantes puedo usar con un condón?,""Si necesitas utilizar lubricante compra uno a base de agua o usa glicerina. Pregunta cuál sirve o lee las instrucciones antes de usarlo. NO utilices vaselina o aceite como lubricante vaginal cuando uses condón, estas sustancias pueden romperlo.""";;;;
"¿Qué efectos tienen las violencias de género en adolescentes?,""En las personas adolescentes las violencias pueden generar riesgo de uso y abuso de alcohol y otras sustancias psicoactivas, trastornos alimenticios, de conducta, intento de suicidio, baja autoestima, distorsiones sobre la sexualidad, conductas sexuales de riesgo para ITS, pobres habilidades interpersonales y de comunicación.""";;;;
"¿Cuánto tiempo debe pasar después del diagnóstico de cáncer de mama para iniciar el tratamiento?,""Después del diagnóstico de cáncer, no deben pasar más de tres meses para iniciar el tratamiento.""";;;;
¿Qué es la carga viral?,La carga viral mide la cantidad de VIH que hay en la sangre. Lo ideal es tener la menor cantidad posible. El tratamiento antirretroviral que toman las personas con VIH funciona cuando se controla el virus y la carga viral llega a niveles indetectables.;;;;
"¿Si estoy embarazada cómo se si tengo una ITS?,""Todas las mujeres embarazadas deben asistir al control prenatal, idealmente tan pronto sepan que están embarazadas. En el primer control prenatal deben ofrecer asesoría sobre estos temas y hacerle una serie de exámenes de laboratorio, entre los que están las pruebas de VIH, sífilis y hepatitis B. Entre más temprano se detecten y traten estas enfermedades mejor.""";;;;
¿Qué es la anticoncepción posevento obstétrico?,Son aquellos métodos anticonceptivos aplicados después de un parto vaginal o por cesárea o de un aborto y se realiza antes del alta hospitalaria.;;;;
"¿Qué debo hacer si siento masas y observo  cambios en la piel del seno durante mi autoexamen?,""Ante cualquier sospecha de anormalidades en el seno, es aconsejable que consulte en primer lugar a un especialista en mama o mastólogo. Si su IPS no cuenta con estos especialistas, puede consultar con un ginecólogo o con un médico general.""";;;;
"¿Cuál es la utilidad de los métodos anticonceptivos modernos?,""Evita embarazos no deseados y abortos inseguros, permite espaciar los embarazos y protege contra infecciones de transmisión sexual.""";;;;
"¿Si una mujer es violada y queda embarazada puede abortar?,""Sí, en caso de violencia sexual puede solicitar los servicios de interrupción voluntaria del embarazo en su EPS. El cumplimiento de este derecho es obligatorio y absolutamente gratuito.""";;;;
"¿Qué señales pueden indicar que un adolescente puede estar siendo explotado sexualmente?,""Si su arreglo personal es inusual para su edad y condición o si vive solo en una casa de huéspedes u hotel";" si muestra temor al brindar información personal, si tiene actitudes muy adultas para su edad, si no tiene vínculos familiares, está solo o acompañado de algún adulto con quien mantiene una relación difícil de explicar.""";;;
"¿Cuándo las víctimas de violencia de género son niños, niñas o adolescentes qué se debe hacer?,""Se debe acudir a la Comisaría de familia si se trata de violencia intrafamiliar o la Defensoría de Familia del ICBF si la violencia ocurrió fuera del ámbito doméstico. Si no existe Defensor de Familia, se debe acudir a la Comisaría de Familia.""";;;;
¿Cuándo debe usarse el condón?,El condón debe usarse en todas las relaciones sexuales. Es el único método que protege tanto de embarazos como de infecciones de transmisión sexual.;;;;
"¿En Colombia se protegen los Derechos Reproductivos?,""En Colombia, la Corte Constitucional  asegura que “en este sentido, los derechos reproductivos, con ellos la IVE, están implícitos en los derechos fundamentales a la vida digna (artículos 1 y 11), a la igualdad (artículos 13 y 43), al libre desarrollo de la personalidad (artículo 16), a la información (artículo 20), a la salud (artículo 49) y a la educación (artículo 67), entre otros”.""";;;;
"¿Puedo tener una ITS o VIH y sentirme bien?,""Sí, muchas veces no se siente nada pero años después pueden aparecer complicaciones. Por eso es mejor hacerse controles médicos y realizar las pruebas de laboratorio necesarias para descartar estas infecciones. El VIH puede durar hasta 10 años sin producir síntomas.""";;;;
¿Cuándo se debe iniciar el control prenatal?,El control prenatal se debe iniciar antes de las 10 semanas de gestación (2 meses después de haber quedado embarazada).;;;;
¿Qué características debe tener la anticoncepción después de un parto o de un aborto? (posevento obstétrico).,Debe ser de fácil aplicación o uso y no interferir con la lactancia materna.;;;;
"¿Según la tipología de delito, qué formas de violencias de género se presentan?,""Por su tipificación como delito, las violencias de género pueden ser: feminicidio, lesiones con agentes químicos, ácidos y/o sustancias similares, violencias sexuales en el conflicto armado, trata de personas, violación, actos sexuales abusivos, explotación sexual y violencia intrafamiliar.""";;;;
"¿Cómo sé si tengo una ITS?,""Si has tenido relaciones sexuales no protegidas debes acudir a los servicios de salud, resolver las dudas que puedas tener y hacerte los exámenes necesarios. Recuerda: las ITS se acompañan frecuentemente de flujo vaginal, secreción uretral o ardor en los hombres, úlceras genitales y dolor abdominal.""";;;;
Si quiero iniciar o ya inicié relaciones sexuales: ¿cómo puedo prevenir un embarazo?,Debes elegir un método anticonceptivo que sea efectivo con la asesoría del personal de salud. Te recomendamos ir a tu Servicio Amigable o a tu servicio de salud y preguntes por métodos modernos de anticoncepción y por la doble protección.;;;;
"¿Cuándo debo usar condón?,""¡Siempre! Nunca olvides usar el condón durante todas tus relaciones sexuales desde el inicio y hasta el fin y más aún si tienes sexo penetrativo por la vagina, el ano o la boca, o si utilizas juguetes sexuales, como consoladores o vibradores en las realciones con otra persona o que han sido previamente utilizados por otras personas sin la adecuada esterilización.""";;;;
"¿Qué es la objeción de conciencia?,""Es un derecho que responde a convicciones morales, filosóficas o religiosas de las personas (no de las instituciones o colectivos). La Corte Constitucional reconoce este derecho únicamente a las personas que estén involucradas directamente en la prestación del servicio de interrupción voluntaria del embarazo. Pueden ejercerlo médicas/os.""";;;;
"¿Los Derechos sexuales son universales?,""Si, Esto significa que se aplican a todos nosotros, sin importar nuestro sexo, edad, estado civil, identidad o comportamiento sexual, identidad de género, raza, origen étnico, origen nacional o social, convicciones políticas, ciudadanía, creencias religiosas, condición social o económica, lugar en donde vivimos, nuestra capacidad física y mental, o nuestra condición de salud. Estos derechos no son condicionales y no se nos pueden quitar.""";;;;
¿Son iguales los derechos sexuales y los derechos reproductivos?,No. Aunque se relacionan son independientes. Uno de los elementos centrales de la promoción de estos Derechos es la separación entre sexualidad y reproducción.;;;;
"¿Si se encuentra que una mujer embarazada tiene VIH debe tomar antirretrovirales sólo durante el embarazo?,""No, si se encuentra que tiene VIH en el embarazo y empieza a tomar antirretrovirales debe continuar tomándolos toda la vida, estos son muy importantes para mantener su salud.""";;;;
"¿Cuáles son los principales signos y síntomas del cáncer de mama?,""Masas o bultos en los senos o en las axilas, endurecimiento de una parte de las mamas, hundimiento, enrojecimiento o descamación del pezón, salida de líquido por el pezón cuando no se encuentre amamantando, dolor en las mamas.""";;;;
"¿Cuáles son las infecciones de transmisión sexual más frecuentes?,""Hay 8 ITS que se transmiten con más frecuencia: la sífilis, la gonorrea, la clamidiasis, la tricomoniasis, la hepatitis B, el virus del herpes simple, el VIH y el virus del papiloma humano (VPH).""";;;;
"¿Qué derechos debe garantizarle el sector salud a las víctimas?,""El sistema de salud debe garantizar a la víctima el examen y tratamiento para la prevención de infecciones de transmisión sexual incluido el VIH/SIDA";" para la anticoncepción de emergencia, examen y tratamiento para trauma físico y emocional y la recopilación de evidencia médica legal.""";;;
"¿Con una prueba de VIH positiva es suficiente para hacer el diagnóstico?,""Si el examen lo realizan con una de las pruebas de VIH habituales (de reacción antígeno anticuerpo) y el resultado es positivo, se recomienda hacer otra prueba, idealmente de manera inmediata, para confirmar el diagnóstico. Si la segunda prueba es positiva entonces sí se confirma el VIH.""";;;;
"¿Qué otros cánceres afectan la salud sexual y reproductiva?,""Aunque son menos frecuentes, otros cánceres que afectan la salud sexual y reproductiva incluyen el cáncer de útero, ovario, vagina y vulva (en mujeres) y el de pene y testículos (en hombres).""";;;;
"¿Qué son las infecciones de transmisión sexual o ITS?,""Son infecciones causadas por microorganismos que entran al cuerpo generalmente durante el contacto sexual no protegido. También se pueden transmitir por transfusión de sangre contaminada o uso compartido de agujas, jeringas u otros objetos punzantes. En algunos casos la madre puede transmitir la infección a su hijo(a) durante el embarazo, parto o lactancia.""";;;;
"¿Qué formas de violencia sexual hay?,""Se consideran como violencia sexual: el abuso sexual, el acoso sexual, actos sexuales violentos, la violación, la explotación sexual de niños, niñas y adolescentes, la trata de personas con fines de explotación y violencia sexual, entre otras.""";;;;
"¿Es la interrupción voluntaria del embarazo un servicio de salud particular?,""La interrupción voluntaria del embarazo está incluida como uno de los servicios que se encuentra garantizado en el plan obligatorio de salud al que tiene derecho cualquier persona que lo requiera, ya sea del régimen contributivo o subsidiado.""";;;;
"¿Dónde puedo encontrar más información sobre las ITS?,""En la versión para pacientes de la Guía de Práctica Clínica para manejo de pacientes con infecciones de transmisión sexual y otras infecciones del tracto genital del Ministerio de Salud. En la versiÃ³n para pacientes de la GuÃ­a de PrÃ¡ctica ClÃ­nica para manejo de pacientes con infecciones de transmisiÃ³n sexual y otras infecciones del tracto genital del Ministerio de Salud:   https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/INEC/IETS/GPC_Ptes_ITS (2).pdf]. TambiÃ©n en la pÃ¡gina web de Sexualidad, Derechos Sexuales y Derechos Reproductivos del Ministerio"""">https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/INEC/IETS/GPC_Ptes_ITS (2).pdf]. También en la página web de Sexualidad, Derechos Sexuales y Derechos Reproductivos del Ministerio.""";;;;
"¿El VIH se puede transmitir de la madre al hijo(a) solo durante el embarazo?,""No, la transmisión del VIH de una madre a su hijo(a) puede ocurrir durante el embarazo, el parto o la lactancia. Por eso es necesario que se apliquen medicamentos antirretrovirales adicionales en el momento del parto y se evite la leche materna.""";;;;
"¿Cómo se articula la Política Nacional de Sexualidad, Derechos sexuales y Derechos reproductivos en la política PAIS?,""En el marco de la integralidad propuesta por PAIS, la promoción de los derechos sexuales y derechos reproductivos es prioritaria, así como el acceso a servicios de salud sexual y salud reproductiva con calidad que se desplegarán a través de las rutas integrales de atención en salud para todo el curso de vida de las personas.""";;;;
"¿Dónde puedo encontrar más información sobre las ITS?,""En la versión para pacientes de la Guía de Práctica Clínica para manejo de pacientes con infecciones de transmisión sexual y otras infecciones del tracto genital del Ministerio de Salud: En la versión para pacientes de la GuÃ­a de PrÃ¡ctica ClÃ­nica para manejo de pacientes con infecciones de transmisiÃ³n sexual y otras infecciones del tracto genital del Ministerio de Salud:   https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/INEC/IETS/GPC_Ptes_ITS (2).pdf]. Tambien en la página web de Sexualidad, Derechos Sexuales y Derechos Reproductivos del Ministerio, https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/INEC/IETS/GPC_Ptes_ITS (2).pdf]. También en la página web de Sexualidad, Derechos Sexuales y Derechos Reproductivos del Ministerio""";;;;
"¿Dónde puedo conseguir un condón?,""Los condones están disponibles en el POS, así que puedea solicitarlos en la consulta médica de los servicios de salud sexual y reproductiva, anticoncepción o atención de ITS-VIH. También puedea comprarlos en sitios confiables como droguerías, supermercados de cadena, o en los centros médicos que los vendan.""";;;;
¿Qué es la identidad de género?,La identidad de género tiene que ver con el propio reconocimiento que hace una persona sobre sentirse hombre o mujer a partir de lo que la cultura designa como masculino o femenino y que se ha aprendido y desarrollado desde la niñez.;;;;
"¿Qué significa en el marco de los Derechos la libertad sexual?,""Significa  que todas y todos somos libres de tomar decisiones sobre nuestro cuerpo y nuestra sexualidad teniendo como límite el Derecho de las otras personas.  En ese sentido, nadie puede obligar a otra persona presionándola, coaccionándola o violentándola para el ejercicio de su sexualidad.   Las y los niños más jóvenes necesitan ayuda para tomar decisiones. La orientación provista por adultos tiene que tomar en cuenta el interés superior del niño. Deben considerar también la capacidad de las y los niños de ejercer sus derechos en su propio nombre.""";;;;
"¿Qué exámenes le hacen a una persona que fue víctima de violencia sexual?,""De acuerdo con la valoración inicial el profesional de salud determina si se hace examen físico. Se realiza un examen médico que incluye además examen del área genital y anal"; examen mental;" se toman muestras para pruebas diagnósticas de ITS, VIH y hepatitis B y prueba de embarazo, entre otros.""";;
"¿Las mujeres con discapacidad pueden acceder a una interrupción voluntaria<br />del embarazo?,""Sí, la Corte Constitucional reconoce que las mujeres con discapacidad pueden acceder a la interrupción voluntaria del embarazo en igualdad de condiciones que las demás, independientemente del concepto de sus padres, madres o tutores legales. Deben ser amparados sus derechos sexuales y reproductivos (Sentencia T 182/16) excepto para discapacidad absoluta, para la que tampoco es dable exigir procesos de interdicción.""";;;;
"¿Qué procedimientos o servicios cubre la atención de las violencias de género?,""Cubre consulta de urgencias, medicina especializada según necesidad de la víctima, intervención en crisis por salud mental, psicoterapia individual (psicología y psiquiatría), trabajo social, anticoncepción de emergencia, prevención de ITS incluyendo diagnóstico y tratamiento para VIH, laboratorios clínicos, prueba de embarazo, entre otros.""";;;;
"¿Si me embarazo, eso hará que mi pareja no me abandone?,""Es mucho mejor que tu y tu pareja decidan tener un hijo(a) de manera conjunta, que sea planeado y deseado.""";;;;
"¿Qué pruebas debo realizarme para saber si tengo cáncer de cuello uterino?,""Mujeres entre 25-30 años: citología de cuello uterino cada 3 años ante resultados negativos.<br />Mujeres de 30-65 años: citología se combina con pruebas de detección del VPH, cada 5 años.<br />Mujeres residentes de zonas de difícil acceso: técnicas de inspección visual del cérvix.""";;;;
¿Qué puedo hacer si un médico me dice que es objetor de conciencia para IVE?,La institución tiene que garantizarle el acceso a la IVE con otro profesional (Sentencia C-355).;;;;
"¿Qué es el estigma?,""El estigma es una marca que se impone a ciertas personas por alguna situación, actitud, práctica o característica y que puede llevar en muchas ocasiones a generar acciones discriminatorias.""";;;;
"¿Qué efectos tienen las violencias de género en la salud física y mental de las mujeres?,""De acuerdo a la situación de violencia vivida,  pueden generar efectos físicos (dolores crónicos, desórdenes gastrointestinales, cadiopulmonares, trastornos ginecológicos, infecciones de transmisión sexual, embarazos no deseados, complicaciones en el embarazo o abortos espontáneos) o psicológicos (depresión, ansiedad, estrés postraumático o suicidio), entre otros.""";;;;
"¿Puedo usar anticonceptivos cuando esté amamantando?,""Sí, las mujeres que están lactando pueden usar implantes subdérmicos, dispositivo intrauterino, inyectables y píldoras de solo progestina.""";;;;
"¿Dónde puedo encontrar más información sobre las ITS?,""En la versión para pacientes de la Guía de Práctica Clínica para manejo de pacientes con infecciones de transmisión sexual y otras infecciones del tracto genital del Ministerio de Salud: En la versiÃ³n para pacientes de la GuÃ­a de PrÃ¡ctica ClÃ­nica para manejo de pacientes con infecciones de transmisiÃ³n sexual y otras infecciones del tracto genital del Ministerio de Salud:   https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/INEC/IETS/GPC_Ptes_ITS (2).pdf]. TambiÃ©n en la pÃ¡gina web de Sexualidad, Derechos Sexuales y Derechos Reproductivos del Ministerio, https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/INEC/IETS/GPC_Ptes_ITS (2).pdf]. También en la página web de Sexualidad, Derechos Sexuales y Derechos Reproductivos del Ministerio""";;;;
¿Qué es la anticoncepción de emergencia?,Es la anticoncepción que previene el embarazo después de una relación sexual sin protección hasta 5 días después.;;;;
¿Cómo se diagnostica el cáncer de próstata?,El diagnóstico del cáncer de próstata se realiza por medio de una biopsia. Dicho examen puede estar recomendado cuando hay alteraciones en el tacto rectal o en el antígeno prostático (PSA).;;;;
